crop_id,phase,high_yield_above,inc_N_yield,inc_N_low_SOM,inc_N_low_vigor,inc_N_grassed,inc_N_rain_surplus,inc_N_straw_burial,inc_N_adverse_climate,inc_N_compacted_no_till,inc_N_higher_demand,inc_N_high_density,inc_N_grasses,inc_N_dual_season,inc_N_max,inc_P2O5_yield,inc_P2O5_low_SOM,inc_P2O5_early_sowing,inc_P2O5_continuous_crop,inc_P2O5_high_active_carbonate,inc_P2O5_dual_season,inc_P2O5_max,inc_K2O_yield,inc_K2O_unfertilised_or_late_cv,inc_K2O_low_SOM,inc_K2O_dual_season,inc_K2O_storage_industrial_cv,inc_K2O_max
O14,nd,55.0,25.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,15.0,10.0,0.0,0.0,0.0,0.0,25.0,30.0,0.0,0.0,0.0,0.0,30.0
O15,nd,19.0,30.0,15.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,15.0,10.0,0.0,0.0,0.0,0.0,25.0,10.0,0.0,30.0,0.0,0.0,40.0
O16,nd,27.0,20.0,15.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0,0.0,0.0,40.0
O17,nd,35.0,20.0,15.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,40.0
O18,nd,60.0,20.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,50.0,30.0,10.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,40.0
O19,nd,40.0,20.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,10.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,30.0
O20,nd,50.0,20.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,10.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,30.0
O21,nd,29.0,25.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,50.0,15.0,10.0,0.0,0.0,0.0,0.0,25.0,30.0,0.0,0.0,0.0,0.0,30.0
O22,nd,60.0,25.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,50.0,15.0,10.0,0.0,0.0,0.0,0.0,25.0,30.0,0.0,0.0,0.0,0.0,30.0
O23,nd,24.0,20.0,20.0,0.0,0.0,15.0,30.0,20.0,20.0,0.0,0.0,0.0,0.0,50.0,20.0,10.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,0.0,0.0,20.0
O24,nd,145.0,20.0,20.0,0.0,0.0,15.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,10.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,40.0
O25,nd,160.0,20.0,20.0,0.0,0.0,15.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,10.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,40.0
O26,nd,33.0,20.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,10.0,20.0,0.0,0.0,0.0,60.0,30.0,0.0,0.0,0.0,0.0,30.0
O27,nd,40.0,20.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,10.0,20.0,0.0,0.0,0.0,60.0,30.0,0.0,0.0,0.0,0.0,30.0
O28,nd,33.0,0.0,20.0,0.0,0.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,10.0,0.0,0.0,20.0,0.0,40.0,30.0,0.0,0.0,0.0,0.0,30.0
O29,nd,54.0,30.0,15.0,0.0,0.0,15.0,30.0,0.0,20.0,0.0,0.0,0.0,0.0,50.0,15.0,10.0,15.0,0.0,0.0,0.0,40.0,25.0,0.0,0.0,0.0,0.0,25.0
O30,nd,75.0,30.0,20.0,0.0,0.0,15.0,30.0,0.0,20.0,0.0,0.0,0.0,0.0,50.0,15.0,10.0,15.0,0.0,0.0,0.0,40.0,25.0,0.0,0.0,0.0,0.0,25.0
O31,nd,72.0,20.0,15.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,10.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,30.0
O32,nd,40.0,20.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,10.0,0.0,0.0,0.0,0.0,40.0,30.0,0.0,0.0,0.0,0.0,30.0
O33,nd,50.0,20.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,10.0,0.0,0.0,0.0,0.0,40.0,30.0,0.0,0.0,0.0,0.0,30.0
O34,nd,11.0,20.0,20.0,10.0,0.0,15.0,30.0,0.0,20.0,0.0,0.0,0.0,0.0,25.0,10.0,10.0,20.0,0.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,20.0
O35,nd,6.0,10.0,20.0,0.0,0.0,15.0,30.0,0.0,20.0,0.0,0.0,0.0,0.0,25.0,10.0,10.0,10.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,0.0,0.0,20.0
O36,nd,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0
O37,nd,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0
O38,nd,36.0,20.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,50.0,20.0,10.0,0.0,0.0,0.0,0.0,30.0,40.0,0.0,0.0,0.0,0.0,40.0
O39,nd,36.0,20.0,20.0,0.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,20.0,10.0,0.0,0.0,0.0,40.0,70.0,30.0,0.0,0.0,80.0,0.0,110.0
O40,nd,38.0,20.0,20.0,0.0,0.0,15.0,0.0,20.0,0.0,0.0,0.0,0.0,50.0,40.0,15.0,10.0,20.0,0.0,0.0,0.0,45.0,30.0,0.0,0.0,0.0,0.0,30.0
O41,nd,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0
O42,nd,95.0,45.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,30.0,10.0,0.0,0.0,0.0,0.0,40.0,50.0,0.0,0.0,0.0,0.0,50.0
O43,nd,160.0,45.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,30.0,10.0,0.0,0.0,0.0,0.0,40.0,50.0,0.0,0.0,0.0,0.0,50.0
O44,nd,48.0,30.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,15.0,15.0,0.0,0.0,0.0,0.0,30.0,40.0,0.0,0.0,0.0,0.0,40.0
O45,nd,55.0,30.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,20.0,0.0,0.0,0.0,0.0,40.0,50.0,0.0,0.0,0.0,40.0,50.0
O46,nd,80.0,35.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,10.0,0.0,0.0,0.0,0.0,30.0,50.0,0.0,0.0,0.0,0.0,50.0
O47,nd,60.0,35.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,10.0,0.0,0.0,0.0,0.0,30.0,50.0,0.0,0.0,0.0,0.0,50.0
O48,nd,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0
O49,nd,7.0,20.0,20.0,10.0,0.0,15.0,30.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,10.0,20.0,0.0,0.0,0.0,50.0,15.0,0.0,0.0,0.0,0.0,15.0
O50,nd,7.0,20.0,20.0,10.0,0.0,15.0,30.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,10.0,20.0,0.0,0.0,0.0,50.0,15.0,0.0,0.0,0.0,0.0,15.0
O51,nd,80.0,20.0,20.0,20.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,10.0,0.0,0.0,0.0,0.0,30.0,40.0,0.0,0.0,0.0,0.0,40.0
O52,nd,100.0,20.0,20.0,20.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,10.0,0.0,0.0,0.0,0.0,30.0,40.0,0.0,0.0,0.0,0.0,40.0
O53,nd,80.0,20.0,15.0,20.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,10.0,0.0,0.0,0.0,0.0,40.0,50.0,0.0,0.0,0.0,0.0,50.0
O54,nd,140.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,10.0,0.0,0.0,0.0,0.0,40.0,50.0,0.0,0.0,0.0,0.0,50.0
O55,nd,50.0,20.0,20.0,0.0,0.0,15.0,30.0,0.0,20.0,0.0,0.0,0.0,0.0,50.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0,0.0,0.0,0.0,0.0,25.0
O56,nd,24.0,15.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,10.0,0.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0,0.0,0.0,20.0
O57,nd,52.0,0.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,10.0,0.0,0.0,0.0,,25.0,20.0,0.0,0.0,0.0,0.0,20.0
O58,nd,24.0,20.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,10.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,30.0
O59,nd,40.0,20.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,10.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,30.0
O60,nd,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0
O61,nd,35.0,20.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,10.0,20.0,0.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,20.0
O62,nd,22.0,30.0,20.0,0.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,10.0,0.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0,0.0,0.0,20.0
O63,nd,44.0,0.0,20.0,0.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,10.0,0.0,0.0,0.0,,25.0,20.0,0.0,0.0,0.0,0.0,20.0
O64,nd,10.0,20.0,15.0,0.0,0.0,15.0,30.0,20.0,20.0,0.0,0.0,0.0,0.0,40.0,15.0,10.0,0.0,0.0,0.0,0.0,25.0,10.0,0.0,0.0,0.0,0.0,10.0
O65,nd,60.0,35.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,50.0,35.0,10.0,0.0,0.0,0.0,0.0,45.0,20.0,0.0,0.0,0.0,0.0,20.0
O66,nd,90.0,35.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,50.0,35.0,10.0,0.0,0.0,0.0,0.0,45.0,20.0,0.0,0.0,0.0,0.0,20.0
O67,nd,33.0,0.0,20.0,0.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,10.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,0.0,0.0,20.0
O68,nd,24.0,20.0,20.0,0.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,10.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,0.0,0.0,20.0
O69,nd,29.0,25.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,50.0,15.0,10.0,0.0,0.0,0.0,0.0,25.0,30.0,0.0,0.0,0.0,0.0,30.0
O70,nd,60.0,25.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,50.0,15.0,10.0,0.0,0.0,0.0,0.0,25.0,30.0,0.0,0.0,0.0,0.0,30.0
O71,nd,42.0,20.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,10.0,0.0,0.0,0.0,0.0,30.0,40.0,0.0,0.0,0.0,0.0,40.0
O72,nd,42.0,30.0,15.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,10.0,0.0,0.0,0.0,0.0,30.0,40.0,0.0,0.0,0.0,0.0,40.0
O73,nd,60.0,30.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,10.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,40.0
O74,nd,75.0,30.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,10.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,40.0
O75,nd,48.0,30.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,10.0,0.0,0.0,0.0,0.0,30.0,40.0,0.0,0.0,0.0,0.0,40.0
O76,nd,60.0,30.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,10.0,0.0,0.0,0.0,0.0,30.0,40.0,0.0,0.0,0.0,0.0,40.0
S1,nd,,0.0,20.0,0.0,0.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,0.0,20.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
S2,nd,,0.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,10.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
S3,nd,60.0,20.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,35.0,30.0,10.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,40.0
S4,nd,,0.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
S5,nd,,0.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
S6,nd,,0.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,10.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
S7,nd,,0.0,20.0,0.0,0.0,15.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
S8,nd,54.0,20.0,20.0,0.0,0.0,15.0,30.0,0.0,20.0,0.0,0.0,0.0,0.0,40.0,20.0,10.0,20.0,0.0,0.0,0.0,50.0,20.0,0.0,0.0,0.0,0.0,20.0
S9,nd,,0.0,15.0,0.0,0.0,15.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
S10,nd,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S11,nd,,0.0,20.0,0.0,0.0,15.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
S12,nd,7.0,25.0,15.0,0.0,0.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,10.0
S13,nd,7.0,30.0,15.0,0.0,0.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,20.0
S14,nd,3.6,25.0,15.0,0.0,0.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,20.0
S15,nd,,0.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,10.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
S16,nd,7.8,25.0,15.0,0.0,0.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,20.0
S17,nd,,0.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,10.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
S18,nd,,0.0,20.0,0.0,0.0,15.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
S19,nd,,0.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,10.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
S20,nd,5.0,30.0,15.0,0.0,0.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,30.0,0.0,0.0,0.0,0.0,30.0
S21,nd,,0.0,15.0,0.0,0.0,20.0,30.0,120.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S22,nd,8.5,30.0,15.0,0.0,0.0,15.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,50.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,30.0,0.0,0.0,0.0,0.0,30.0
S23,nd,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BL1,1° taglio,13.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,20.0,0.0,0.0,0.0,0.0,40.0,30.0,0.0,0.0,0.0,0.0,30.0
BL1,2° taglio o succ.,13.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,20.0,0.0,0.0,0.0,0.0,40.0,30.0,0.0,0.0,0.0,0.0,30.0
BL3,1° taglio,14.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,20.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,40.0
BL3,2° taglio o succ.,14.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,20.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,40.0
BL5,1° taglio,12.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,5.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,20.0
BL5,2° taglio o succ.,12.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,5.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,20.0
BL7,un ciclo intero,38.0,20.0,20.0,0.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,10.0,20.0,0.0,0.0,0.0,45.0,30.0,0.0,0.0,0.0,0.0,30.0
BL8,1° taglio,14.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,5.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,20.0
BL9,2° taglio o succ.,14.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,5.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,20.0
BL10,1° taglio,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,5.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,20.0
BL11,2° taglio o succ.,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,5.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,20.0
BL12,1° taglio,8.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,5.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,20.0
BL13,2° taglio o succ.,8.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,5.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,20.0
BL14,un ciclo intero,10.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,5.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,20.0
BL15,un ciclo intero,12.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,5.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,20.0
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0
criterio,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_Coltura,fase,,,,,,,,,,,,,,,,,,,,,,,,,,,
E17,nd,7.0,25.0,15.0,0.0,0.0,15.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,40.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,10.0
